doi,title,year,authors_str
10.1371/journal.ppat.0030110,Mycobacterium tuberculosis nuoG Is a Virulence Gene That Inhibits Apoptosis of Infected Host Cells,2007,Kamalakannan Velmurugan; Bing Chen; Jessica L Miller; Sharon Azogue; Serdar Gurses; Tsungda Hsu; Michael Glickman; William R Jacobs; Steven A Porcelli; Volker Briken
10.3389/fpsyt.2018.00232,"The Impact of Aging, Psychotic Symptoms, Medication, and Brain-Derived Neurotrophic Factor on Cognitive Impairment in Japanese Chronic Schizophrenia Patients",2018,Kiyokazu Atake; Tomoyuki Nakamura; Nobuhisa Ueda; Hikaru Hori; Asuka Katsuki; Reiji Yoshimura
10.1038/s41418-017-0012-4,Molecular mechanisms of cell death: recommendations of the Nomenclature Committee on Cell Death 2018,2018,Lorenzo Galluzzi; Ilio Vitale; Stuart A. Aaronson; John M. Abrams; Dieter Adam; Patrizia Agostinis; Emad S. Alnemri; Lucia Altucci; Ivano Amelio; David W. Andrews; Margherita Annicchiarico-Petruzzelli; Alexey V. Antonov; Eli Arama; Eric H. Baehrecke; Nickolai A. Barlev; Nicolas G. Bazan; Francesca Bernassola; Mathieu J. M. Bertrand; Katiuscia Bianchi; Mikhail V. Blagosklonny; Klas Blomgren; Christoph Borner; Patricia Boya; Catherine Brenner; Michelangelo Campanella; Eleonora Candi; Didac Carmona-Gutierrez; Francesco Cecconi; Francis K.-M. Chan; Navdeep S. Chandel; Emily H. Cheng; Jerry E. Chipuk; John A. Cidlowski; Aaron Ciechanover; Gerald M. Cohen; Marcus Conrad; Juan R. Cubillos-Ruiz; Peter E. Czabotar; Vincenzo D’Angiolella; Ted M. Dawson; Valina L. Dawson; Vincenzo De Laurenzi; Ruggero De Maria; Klaus-Michael Debatin; Ralph J. DeBerardinis; Mohanish Deshmukh; Nicola Di Daniele; Francesco Di Virgilio; Vishva M. Dixit; Scott J. Dixon; Colin S. Duckett; Brian D. Dynlacht; Wafik S. El-Deiry; John W. Elrod; Gian Maria Fimia; Simone Fulda; Ana J. García-Sáez; Abhishek D. Garg; Carmen Garrido; Evripidis Gavathiotis; Pierre Golstein; Eyal Gottlieb; Douglas R. Green; Lloyd A. Greene; Hinrich Gronemeyer; Atan Gross; Gyorgy Hajnoczky; J. Marie Hardwick; Isaac S. Harris; Michael O. Hengartner; Claudio Hetz; Hidenori Ichijo; Marja Jäättelä; Bertrand Joseph; Philipp J. Jost; Philippe P. Juin; William J. Kaiser; Michael Karin; Thomas Kaufmann; Oliver Kepp; Adi Kimchi; Richard N. Kitsis; Daniel J. Klionsky; Richard A. Knight; Sharad Kumar; Sam W. Lee; John J. Lemasters; Beth Levine; Andreas Linkermann; Stuart A. Lipton; Richard A. Lockshin; Carlos López-Otín; Scott W. Lowe; Tom Luedde; Enrico Lugli; Marion MacFarlane; Frank Madeo; Michal Malewicz; Walter Malorni; Gwenola Manic; Jean-Christophe Marine; Seamus J. Martin; Jean-Claude Martinou; Jan Paul Medema; Patrick Mehlen; Pascal Meier; Sonia Melino; Edward A. Miao; Jeffery D. Molkentin; Ute M. Moll; Cristina Muñoz-Pinedo; Shigekazu Nagata; Gabriel Nuñez; Andrew Oberst; Moshe Oren; Michael Overholtzer; Michele Pagano; Theocharis Panaretakis; Manolis Pasparakis; Josef M. Penninger; David M. Pereira; Shazib Pervaiz; Marcus E. Peter; Mauro Piacentini; Paolo Pinton; Jochen H.M. Prehn; Hamsa Puthalakath; Gabriel A. Rabinovich; Markus Rehm; Rosario Rizzuto; Cecilia M.P. Rodrigues; David C. Rubinsztein; Thomas Rudel; Kevin M. Ryan; Emre Sayan; Luca Scorrano; Feng Shao; Yufang Shi; John Silke; Hans-Uwe Simon; Antonella Sistigu; Brent R. Stockwell; Andreas Strasser; Gyorgy Szabadkai; Stephen W.G. Tait; Daolin Tang; Nektarios Tavernarakis; Andrew Thorburn; Yoshihide Tsujimoto; Boris Turk; Tom Vanden Berghe; Peter Vandenabeele; Matthew G. Vander Heiden; Andreas Villunger; Herbert W. Virgin; Karen H. Vousden; Domagoj Vucic; Erwin F. Wagner; Henning Walczak; David Wallach; Ying Wang; James A. Wells; Will Wood; Junying Yuan; Zahra Zakeri; Boris Zhivotovsky; Laurence Zitvogel; Gerry Melino; Guido Kroemer
10.4049/jimmunol.180.10.6696,Mannan Chain Length Controls Lipoglycans Signaling via and Binding to TLR2,2008,Jérôme Nigou; Thierry Vasselon; Aurélie Ray; Patricia Constant; Martine Gilleron; Gurdyal S. Besra; Iain Sutcliffe; Gérard Tiraby; Germain Puzo
10.1093/femspd/fty037,Tuberculosis and the art of macrophage manipulation,2018,S Upadhyay; E Mittal; J A Philips
10.1097/HTR.0000000000000123,Prevalence and Predictors of Externalizing Behavior in Young Adult Survivors of Pediatric Traumatic Brain Injury,2015,Nicholas P. Ryan; Nathan Hughes; Celia Godfrey; Stefanie Rosema; Cathy Catroppa; Vicki A. Anderson
10.3389/fpsyt.2022.911384,Association Between Depressive Symptoms and Serum Brain-Derived Neurotrophic Factor Levels in Patients With First-Episode and Drug-Naïve Schizophrenia,2022,Yuxuan Wu; Xiangdong Du; Ruchang Yang; Yan Yue; Ruijie Peng; Siqi Wu; Haitao Wang; Yue Zhou; Xiaojia Fang; Nian Yuan; Ronghua Li; Jun Zhang; Siyun Zou; Xueli Zhao; Xiaoli Lyu; Zhe Li; Xiaobin Zhang; Xiangyang Zhang
10.1089/neu.2013.2938,Progress in Developing Common Data Elements for Traumatic Brain Injury Research: Version Two – The End of the Beginning,2013,Ramona Hicks; Joseph Giacino; Cynthia Harrison-Felix; Geoffrey Manley; Alex Valadka; Elisabeth A. Wilde
10.3390/diagnostics11091540,A Comprehensive Approach for the Diagnosis of Primary Ciliary Dyskinesia—Experiences from the First 100 Patients of the PCD-UNIBE Diagnostic Center,2021,Loretta Müller; Sibel T. Savas; Stefan A. Tschanz; Andrea Stokes; Anaïs Escher; Mirjam Nussbaumer; Marina Bullo; Claudia E. Kuehni; Sylvain Blanchon; Andreas Jung; Nicolas Regamey; Beat Haenni; Martin Schneiter; Jonas Ingold; Elisabeth Kieninger; Carmen Casaulta; Philipp Latzin
10.1128/JB.00932-08,Acid-Susceptible Mutants of<i>Mycobacterium tuberculosis</i>Share Hypersusceptibility to Cell Wall and Oxidative Stress and to the Host Environment,2009,Omar H. Vandal; Julia A. Roberts; Toshiko Odaira; Dirk Schnappinger; Carl F. Nathan; Sabine Ehrt
10.1177/1087054706286698,ADHD With Comorbid Anxiety,2006,David Beck Schatz; Anthony L. Rostain
10.1016/j.mib.2017.11.020,Lipid metabolism and its implication in mycobacteria–host interaction,2018,Gabriela Gago; Lautaro Diacovich; Hugo Gramajo
10.1016/j.scog.2015.10.006,Neuroscience-informed auditory training in schizophrenia: A final report of the effects on cognition and serum brain-derived neurotrophic factor,2016,Melissa Fisher; Synthia H. Mellon; Owen Wolkowitz; Sophia Vinogradov
10.1038/s41598-017-07478-0,Improving satellite-based PM2.5 estimates in China using Gaussian processes modeling in a Bayesian hierarchical setting,2017,Wenxi Yu; Yang Liu; Zongwei Ma; Jun Bi
10.1042/CS20170277,<i>ABCB1</i> gene polymorphism associated with clinical factors can predict drug-resistant tuberculosis,2017,Yasmin Pontual; Vanessa S.S. Pacheco; Sérgio P. Monteiro; Marcel S.B. Quintana; Marli J.M. Costa; Valeria C. Rolla; Liane de Castro
10.1038/nrmicro.2016.131,ESX secretion systems: mycobacterial evolution to counter host immunity,2016,Matthias I. Gröschel; Fadel Sayes; Roxane Simeone; Laleh Majlessi; Roland Brosch
10.1001/jamapediatrics.2021.2033,Association of Attention-Deficit/Hyperactivity Disorder Diagnoses With Pediatric Traumatic Brain Injury,2021,Robert F. Asarnow; Nina Newman; Robert E. Weiss; Erica Su
10.1038/s41598-019-49343-2,Dynamic Remodeling of the Host Cell Membrane by Virulent Mycobacterial Sulfoglycolipid-1,2019,Manjari Mishra; Pranav Adhyapak; Ruchika Dadhich; Shobhna Kapoor
10.1084/jem.20091750,"Direct recognition of the mycobacterial glycolipid, trehalose dimycolate, by C-type lectin Mincle",2009,Eri Ishikawa; Tetsuaki Ishikawa; Yasu S. Morita; Kenji Toyonaga; Hisakata Yamada; Osamu Takeuchi; Taroh Kinoshita; Shizuo Akira; Yasunobu Yoshikai; Sho Yamasaki
10.1074/mcp.M111.011627,Proteogenomic Analysis of Mycobacterium tuberculosis By High Resolution Mass Spectrometry,2011,Dhanashree S. Kelkar; Dhirendra Kumar; Praveen Kumar; Lavanya Balakrishnan; Babylakshmi Muthusamy; Amit Kumar Yadav; Priyanka Shrivastava; Arivusudar Marimuthu; Sridhar Anand; Hema Sundaram; Reena Kingsbury; H.C. Harsha; Bipin Nair; T. S. Keshava Prasad; Devendra Singh Chauhan; Kiran Katoch; Vishwa Mohan Katoch; Prahlad Kumar; Raghothama Chaerkady; Srinivasan Ramachandran; Debasis Dash; Akhilesh Pandey
10.1038/s41598-018-22012-6,In vivo virulence of Mycobacterium tuberculosis depends on a single homologue of the LytR-CpsA-Psr proteins,2018,S. Malm; S. Maaß; U. E. Schaible; S. Ehlers; S. Niemann
10.1093/jpids/piaa086,Guillain-Barré Syndrome Associated With Severe Acute Respiratory Syndrome Coronavirus 2 Detection and Coronavirus Disease 2019 in a Child,2020,Maher Khalifa; Fairouz Zakaria; Yasser Ragab; Ahmed Saad; Ahmed Bamaga; Yasser Emad; Johannes J Rasker
10.1007/s12038-014-9472-6,Modulation of phagolysosome maturation by bacterial tlyA gene product,2014,Ekansh Mittal; Santosh Kumar; Aejazur Rahman; Musti V Krishnasastry
10.1056/NEJM199704243361704,"A Controlled Trial of Selegiline, Alpha-Tocopherol, or Both as Treatment for Alzheimer's Disease",1997,Mary Sano; Christopher Ernesto; Ronald G. Thomas; Melville R. Klauber; Kimberly Schafer; Michael Grundman; Peter Woodbury; John Growdon; Carl W. Cotman; Eric Pfeiffer; Lon S. Schneider; Leon J. Thal
10.5194/acp-15-2969-2015,"Exploring the severe winter haze in Beijing: the impact of synoptic weather, regional transport and heterogeneous reactions",2015,G. J. Zheng; F. K. Duan; H. Su; Y. L. Ma; Y. Cheng; B. Zheng; Q. Zhang; T. Huang; T. Kimoto; D. Chang; U. Pöschl; Y. F. Cheng; K. B. He
10.1016/j.bbr.2014.07.041,BDNF val66met genotype and schizotypal personality traits interact to influence probabilistic association learning,2014,Ashley Jayne Skilleter; Cynthia Shannon Weickert; Ahmed Abdelhalim Moustafa; Rasha Gendy; Mico Chan; Nur Arifin; Philip Bowden Mitchell; Thomas Wesley Weickert
10.1371/journal.pone.0039358,Plasma BDNF Levels Vary in Relation to Body Weight in Females,2012,Anilkumar Pillai; Davide Bruno; Antero S. Sarreal; Raymundo T. Hernando; Leslie A. Saint-Louis; Jay Nierenberg; Stephen D. Ginsberg; Nunzio Pomara; Pankaj D. Mehta; Henrik Zetterberg; Kaj Blennow; Peter F. Buckley
10.1159/000369214,Is Schizophrenia a Neurodegenerative Disease? Evidence from Age-Related Decline of Brain-Derived Neurotrophic Factor in the Brains of Schizophrenia Patients and Matched Nonpsychiatric Controls,2015,Jagadeesh Rao; Joshua Chiappelli; Peter Kochunov; William T. Regenold; Stanley I. Rapoport; L. Elliot Hong
10.1128/IAI.01549-07,Incorporation of<i>Mycobacterium tuberculosis</i>Lipoarabinomannan into Macrophage Membrane Rafts Is a Prerequisite for the Phagosomal Maturation Block,2008,Amanda Welin; Martin E. Winberg; Hana Abdalla; Eva Särndahl; Birgitta Rasmusson; Olle Stendahl; Maria Lerm
10.1093/nar/gkz240,NetworkAnalyst 3.0: a visual analytics platform for comprehensive gene expression profiling and meta-analysis,2019,Guangyan Zhou; Othman Soufan; Jessica Ewald; Robert E W Hancock; Niladri Basu; Jianguo Xia
10.1093/schbul/sbaa062,"Interrelationships Between BDNF, Superoxide Dismutase, and Cognitive Impairment in Drug-Naive First-Episode Patients With Schizophrenia",2020,Mei Hong Xiu; Zezhi Li; Da Chun Chen; Song Chen; Maile E Curbo; Hanjing Emily Wu; Yong Sheng Tong; Shu Ping Tan; Xiang Yang Zhang
10.1371/journal.pone.0008769,Mycobacterial Nucleoside Diphosphate Kinase Blocks Phagosome Maturation in Murine Raw 264.7 Macrophages,2010,Jim Sun; Xuetao Wang; Alice Lau; Ting-Yu Angela Liao; Cecilia Bucci; Zakaria Hmama
10.1074/jbc.RA119.012497,Nα-Acetylation of the virulence factor EsxA is required for mycobacterial cytosolic translocation and virulence,2020,Javier Aguilera; Chitra B. Karki; Lin Li; Salvador Vazquez Reyes; Igor Estevao; Brian I. Grajeda; Qi Zhang; Chenoa D. Arico; Hugues Ouellet; Jianjun Sun
10.1074/jbc.M114.622076,Characterization of Mycobacterium tuberculosis EsxA Membrane Insertion,2015,Yue Ma; Verena Keil; Jianjun Sun
10.1098/rstb.2006.1894,Neurotrophin-regulated signalling pathways,2006,Louis F Reichardt
10.1017/S1355617711001792,"Parental Distress, Parenting Practices, and Child Adaptive Outcomes Following Traumatic Brain Injury",2012,Jackie L. Micklewright; Tricia Z. King; Kathleen O'Toole; Chris Henrich; Frank J. Floyd
10.1034/j.1600-0854.2000.010306.x,Trafficking and Release of Mycobacterial Lipids from Infected Macrophages,2000,Wandy L. Beatty; Elizabeth R. Rhoades; Heinz‐Joachim Ullrich; Delphi Chatterjee; John E. Heuser; David G. Russell
10.1038/nrmicro3480,"Through the wall: extracellular vesicles in Gram-positive bacteria, mycobacteria and fungi",2015,Lisa Brown; Julie M. Wolf; Rafael Prados-Rosales; Arturo Casadevall
10.1101/cshperspect.a022459,Interaction of Mycobacterium tuberculosis with Host Cell Death Pathways,2014,L. Srinivasan; S. Ahlbrand; V. Briken
10.1056/NEJMoa2002032,Clinical Characteristics of Coronavirus Disease 2019 in China,2020,Wei-jie Guan; Zheng-yi Ni; Yu Hu; Wen-hua Liang; Chun-quan Ou; Jian-xing He; Lei Liu; Hong Shan; Chun-liang Lei; David S.C. Hui; Bin Du; Lan-juan Li; Guang Zeng; Kwok-Yung Yuen; Ru-chong Chen; Chun-li Tang; Tao Wang; Ping-yan Chen; Jie Xiang; Shi-yue Li; Jin-lin Wang; Zi-jing Liang; Yi-xiang Peng; Li Wei; Yong Liu; Ya-hua Hu; Peng Peng; Jian-ming Wang; Ji-yang Liu; Zhong Chen; Gang Li; Zhi-jian Zheng; Shao-qin Qiu; Jie Luo; Chang-jiang Ye; Shao-yong Zhu; Nan-shan Zhong
10.1099/mic.0.26226-0,"Cord factor trehalose 6,6′-dimycolate (TDM) mediates trafficking events during mycobacterial infection of murine macrophages",2003,Jessica Indrigo; Robert L. Hunter; Jeffrey K. Actor
10.1186/s42466-020-00066-0,Guillain-Barré syndrome and SARS-CoV-2,2020,Anne Lampe; Alexander Winschel; Cornelie Lang; Thorsten Steiner
10.1016/j.clineuro.2020.105921,Neurological manifestations of COVID-19 and other coronavirus infections: A systematic review,2020,V. Montalvan; J. Lee; T. Bueso; J. De Toledo; K. Rivas
10.1016/j,METADATA_FETCH_FAILED,,
10.1029/2010JD014986,Multiangle implementation of atmospheric correction (MAIAC): 2. Aerosol algorithm,2011,A. Lyapustin; Y. Wang; I. Laszlo; R. Kahn; S. Korkin; L. Remer; R. Levy; J. S. Reid
10.1074/mcp.R119.001668,Phosphoproteomic Approaches to Discover Novel Substrates of Mycobacterial Ser/Thr Protein Kinases,2020,Seanantha S. Baros; Jonathan M. Blackburn; Nelson C. Soares
10.1038/s41579-019-0273-7,The mycobacterial cell envelope — a moving target,2020,Charles L. Dulberger; Eric J. Rubin; Cara C. Boutte
10.5194/acp-19-8243-2019,"Evaluation and comparison of multiangle implementation of the atmospheric correction algorithm, Dark Target, and Deep Blue aerosol products over China",2019,Ning Liu; Bin Zou; Huihui Feng; Wei Wang; Yuqi Tang; Yu Liang
10.1038/nsmb.3064,The tuberculosis necrotizing toxin kills macrophages by hydrolyzing NAD,2015,Jim Sun; Axel Siroy; Ravi K Lokareddy; Alexander Speer; Kathryn S Doornbos; Gino Cingolani; Michael Niederweis
10.1001/jama.2017.9087,Prevalence of Concussion Among US Adolescents and Correlated Factors,2017,Phil Veliz; Sean E. McCabe; James T. Eckner; John E. Schulenberg
10.1001/jama.2016.1203,Clinical Risk Score for Persistent Postconcussion Symptoms Among Children With Acute Concussion in the ED,2016,Roger Zemek; Nick Barrowman; Stephen B. Freedman; Jocelyn Gravel; Isabelle Gagnon; Candice McGahern; Mary Aglipay; Gurinder Sangha; Kathy Boutis; Darcy Beer; William Craig; Emma Burns; Ken J. Farion; Angelo Mikrogianakis; Karen Barlow; Alexander S. Dubrovsky; Willem Meeuwisse; Gerard Gioia; William P. Meehan; Miriam H. Beauchamp; Yael Kamil; Anne M. Grool; Blaine Hoshizaki; Peter Anderson; Brian L. Brooks; Keith Owen Yeates; Michael Vassilyadi; Terry Klassen; Michelle Keightley; Lawrence Richer; Carol DeMatteo; Martin H. Osmond
10.1073/pnas,Proceedings of the National Academy of Sciences,2024,
10.1371/journal.ppat.1007011,The SecA2 pathway of Mycobacterium tuberculosis exports effectors that work in concert to arrest phagosome and autophagosome maturation,2018,Katelyn E. Zulauf; Jonathan Tabb Sullivan; Miriam Braunstein
10.1002/mrm.20774,Noninvasive detection of cuprizone induced axonal damage and demyelination in the mouse corpus callosum,2006,Shu‐Wei Sun; Hsiao‐Fang Liang; Kathryn Trinkaus; Anne H. Cross; Regina C. Armstrong; Sheng‐Kwei Song
10.1038/nature09247,An interferon-inducible neutrophil-driven blood transcriptional signature in human tuberculosis,2010,Matthew P. R. Berry; Christine M. Graham; Finlay W. McNab; Zhaohui Xu; Susannah A. A. Bloch; Tolu Oni; Katalin A. Wilkinson; Romain Banchereau; Jason Skinner; Robert J. Wilkinson; Charles Quinn; Derek Blankenship; Ranju Dhawan; John J. Cush; Asuncion Mejias; Octavio Ramilo; Onn M. Kon; Virginia Pascual; Jacques Banchereau; Damien Chaussabel; Anne O’Garra
10.3389/fimmu.2018.02094,Tolerating the Unwelcome Guest; How the Host Withstands Persistent Mycobacterium tuberculosis,2018,Andrew J. Olive; Christopher M. Sassetti
10.1529/biophysj.107.125542,The Mycobacterium tuberculosis Virulence Factor Trehalose Dimycolate Imparts Desiccation Resistance to Model Mycobacterial Membranes,2008,Christopher W. Harland; David Rabuka; Carolyn R. Bertozzi; Raghuveer Parthasarathy
10.1677/JOE-07-0376,Plasma brain-derived neurotrophic factor daily variations in men: correlation with cortisol circadian rhythm,2008,Silvia Begliuomini; Elena Lenzi; Filippo Ninni; Elena Casarosa; Sara Merlini; Nicola Pluchino; Valeria Valentino; Stefano Luisi; Michele Luisi; Andrea R Genazzani
10.1016/j.cell.2020.02.026,Mycobacterium tuberculosis Sulfolipid-1 Activates Nociceptive Neurons and Induces Cough,2020,Cody R. Ruhl; Breanna L. Pasko; Haaris S. Khan; Lexy M. Kindt; Chelsea E. Stamm; Luis H. Franco; Connie C. Hsia; Min Zhou; Colton R. Davis; Tian Qin; Laurent Gautron; Michael D. Burton; Galo L. Mejia; Dhananjay K. Naik; Gregory Dussor; Theodore J. Price; Michael U. Shiloh
10.1038/ni.3096,Mycobacterium tuberculosis suppresses innate immunity by coopting the host ubiquitin system,2015,Jing Wang; Bing-Xi Li; Pu-Pu Ge; Jie Li; Qi Wang; George Fu Gao; Xiao-Bo Qiu; Cui Hua Liu
10.1111/ene.14388,Guillain‐Barré syndrome in a patient with antibodies against SARS‐COV‐2,2020,R. Helbok; R. Beer; W. Löscher; S. Boesch; M. Reindl; R. Hornung; A.J. Schiefecker; F. Deisenhammer; B. Pfausler
10.1016/j.ijdevneu.2011.12.005,Depression in children and adolescents in the first 6 months after traumatic brain injury,2012,Jeffrey E. Max; Eva Keatley; Elisabeth A. Wilde; Erin D. Bigler; Russell J. Schachar; Ann E. Saunders; Linda Ewing‐Cobbs; Sandra B. Chapman; Maureen Dennis; Tony T. Yang; Harvey S. Levin
10.1046/j.1365-2958.2003.03712.x,Disruption of <i>mptpB</i> impairs the ability of <i>Mycobacterium tuberculosis</i> to survive in guinea pigs,2003,Ramandeep Singh; Vivek Rao; H. Shakila; Radhika Gupta; Aparna Khera; Neeraj Dhar; Amit Singh; Anil Koul; Yogendra Singh; M. Naseema; P. R. Narayanan; C. N. Paramasivan; V. D. Ramanathan; Anil K. Tyagi
10.1016/j.ijid.2019.02.029,"OAS1, OAS2 and OAS3 restrict intracellular M. tb replication and enhance cytokine secretion",2019,Gina Leisching; Victoria Cole; Aus T. Ali; Bienyameen Baker
10.1007/s00424-017-1964-4,Neurobiology of local and intercellular BDNF signaling,2017,Manju Sasi; Beatrice Vignoli; Marco Canossa; Robert Blum
10.1111/jdv.16519,Comment on ‘Cutaneous manifestations in COVID‐19: a first perspective’ by Recalcati S,2020,M. Hedou; F. Carsuzaa; E. Chary; E. Hainaut; F. Cazenave‐Roblot; M. Masson Regnault
10.1371/journal.ppat.1004650,Cytosolic Access of Mycobacterium tuberculosis: Critical Impact of Phagosomal Acidification Control and Demonstration of Occurrence In Vivo,2015,Roxane Simeone; Fadel Sayes; Okryul Song; Matthias I. Gröschel; Priscille Brodin; Roland Brosch; Laleh Majlessi
10.1016/j.jocn.2020.04.062,Guillain Barre syndrome associated with COVID-19 infection: A case report,2020,Zahra Sedaghat; Narges Karimi
10.1016/j.rse.2019.111519,A new method to retrieve the diurnal variability of planetary boundary layer height from lidar under different thermodynamic stability conditions,2020,Tianning Su; Zhanqing Li; Ralph Kahn
10.1159/000052111,Diagnostic and Classification Criteria for the Guillain-Barré Syndrome,2001,F.G.A. van der Meché; P.A. van Doorn; J. Meulstee; F.G.I. Jennekens
10.1002/mus.26988,<scp>SARS‐CoV</scp>‐2–associated <scp>Guillain‐Barré</scp> syndrome with dysautonomia,2020,Xiaowei W. Su; Sydney V. Palka; Rahul R. Rao; Fred S. Chen; Christopher R. Brackney; Franca Cambi
10.1111/imr.12249,Cytokine and lipid mediator networks in tuberculosis,2015,Katrin D. Mayer‐Barber; Alan Sher
10.1371/journal.ppat.1003109,Lipid Exchange between Borrelia burgdorferi and Host Cells,2013,Jameson T. Crowley; Alvaro M. Toledo; Timothy J. LaRocca; James L. Coleman; Erwin London; Jorge L. Benach
10.1017/S1355617713000635,Behavioral and Cognitive Predictors of Educational Outcomes in Pediatric Traumatic Brain Injury,2013,Anne B. Arnett; Robin L. Peterson; Michael W. Kirkwood; H. Gerry Taylor; Terry Stancin; Tanya M. Brown; Shari L. Wade
10.1371/journal.ppat.1003734,Mycobacterium tuberculosis Type VII Secreted Effector EsxH Targets Host ESCRT to Impair Trafficking,2013,Alka Mehra; Aleena Zahra; Victor Thompson; Natalie Sirisaengtaksin; Ashley Wells; Maura Porto; Stefan Köster; Kristen Penberthy; Yoshihisha Kubota; Amelie Dricot; Daniel Rogan; Marc Vidal; David E. Hill; Andrew J. Bean; Jennifer A. Philips
10.1002/pmic.201500037,Proteomic analysis of extracellular vesicles derived from <i>Mycobacterium tuberculosis</i>,2015,Jaewook Lee; Si‐Hyun Kim; Dong‐Sic Choi; Jong Seok Lee; Dae‐Kyum Kim; Gyeongyun Go; Seon‐Min Park; Si Hyun Kim; Jeong Hwan Shin; Chulhun L. Chang; Yong Song Gho
10.1073/pnas.1510502113,Characterizing treatment pathways at scale using the OHDSI network,2016,George Hripcsak; Patrick B. Ryan; Jon D. Duke; Nigam H. Shah; Rae Woong Park; Vojtech Huser; Marc A. Suchard; Martijn J. Schuemie; Frank J. DeFalco; Adler Perotte; Juan M. Banda; Christian G. Reich; Lisa M. Schilling; Michael E. Matheny; Daniella Meeker; Nicole Pratt; David Madigan
10.1128/JB.182.2.377-384.2000,Identification of a<i>Mycobacterium tuberculosis</i>Gene That Enhances Mycobacterial Survival in Macrophages,2000,Jun Wei; John L. Dahl; James W. Moulder; Esteban A. Roberts; Peadar O'Gaora; Douglas B. Young; Richard L. Friedman
10.1001/jama.2020.1585,"Clinical Characteristics of 138 Hospitalized Patients With 2019 Novel Coronavirus–Infected Pneumonia in Wuhan, China",2020,Dawei Wang; Bo Hu; Chang Hu; Fangfang Zhu; Xing Liu; Jing Zhang; Binbin Wang; Hui Xiang; Zhenshun Cheng; Yong Xiong; Yan Zhao; Yirong Li; Xinghuan Wang; Zhiyong Peng
10.1111/j.1469-8749.2012.04414.x,The effect of pediatric traumatic brain injury on behavioral outcomes: a systematic review,2013,LINDA LI; JIANGHONG LIU
10.3389/fimmu.2019.02909,Underestimated Manipulative Roles of Mycobacterium tuberculosis Cell Envelope Glycolipids During Infection,2019,Andreu Garcia-Vilanova; John Chan; Jordi B. Torrelles
10.1097/WNR.0000000000000597,"Language, aging, and cognition",2016,Avery A. Rizio; Michele T. Diaz
10.29399/npa.23369,Effect of Exercise on Cognition in Neurodegenerative Disorders: An Approach Focusing on BDNF,2019,Evrim Gokce; Emel Gunes; Erhan Nalcaci
10.1038/s41467-019-09955-8,A Mycobacterium tuberculosis surface protein recruits ubiquitin to trigger host xenophagy,2019,Qiyao Chai; Xudong Wang; Lihua Qiang; Yong Zhang; Pupu Ge; Zhe Lu; Yanzhao Zhong; Bingxi Li; Jing Wang; Lingqiang Zhang; Dawang Zhou; Wei Li; Wenzhu Dong; Yu Pang; George Fu Gao; Cui Hua Liu
10.1099/00221287-148-10-3007,"Specialized transduction: an efficient method for generating marked and unmarked targeted gene disruptions in Mycobacterium tuberculosis, M. bovis BCG and M. smegmatis",2002,Stoyan Bardarov; Svetoslav Bardarov; Martin S. Pavelka; Vasan Sambandamurthy; Michelle Larsen; JoAnn Tufariello; John Chan; Graham Hatfull; William R. Jacobs
10.3390/ijms17101766,The Efficacy of Non-Pharmacological Interventions on Brain-Derived Neurotrophic Factor in Schizophrenia: A Systematic Review and Meta-Analysis,2016,Kenji Sanada; Iñaki Zorrilla; Yusuke Iwata; Cristina Bermúdez-Ampudia; Ariel Graff-Guerrero; Mónica Martínez-Cengotitabengoa; Ana González-Pinto
10.1089/brain.2013.0211,Handedness- and Hemisphere-Related Differences in Small-World Brain Networks: A Diffusion Tensor Imaging Tractography Study,2014,Meiling Li; Heng Chen; Junping Wang; Feng Liu; Zhiliang Long; Yifeng Wang; Yasser Iturria-Medina; Jiang Zhang; Chunshui Yu; Huafu Chen
10.1037/0090-5550.53.2.180,Parent-child interactions during the initial weeks following brain injury in young children.,2008,Shari L. Wade; H. Gerry Taylor; Nicolay Chertkoff Walz; Shelia Salisbury; Terry Stancin; Lori A. Bernard; Karen Oberjohn; Keith Owen Yeates
10.1001/archgenpsychiatry.2010.199,Long-term Antipsychotic Treatment and Brain Volumes,2011,Beng-Choon Ho; Nancy C. Andreasen; Steven Ziebell; Ronald Pierson; Vincent Magnotta
10.5301/jbm.5000232,Establishment of Two Data Mining Models of Lung Cancer Screening Based on Three Gene Promoter Methylations Combined with Telomere Damage,2017,Wei Wang; Xiaolei Feng; Xiaoran Duan; Shanjuan Tan; Sihua Wang; Tuanwei Wang; Feifei Feng; Yiming Wu; Yongjun Wu
10.1371/journal.ppat.1005652,Identification of a Transcription Factor That Regulates Host Cell Exit and Virulence of Mycobacterium tuberculosis,2016,Lalitha Srinivasan; Serdar A. Gurses; Benjamin E. Hurley; Jessica L. Miller; Petros C. Karakousis; Volker Briken
10.1084/jem.134.3.713,"RESPONSE OF CULTURED MACROPHAGES TO <i>MYCOBACTERIUM TUBERCULOSIS</i>, WITH OBSERVATIONS ON FUSION OF LYSOSOMES WITH PHAGOSOMES",1971,J. A. Armstrong; P. D'Arcy Hart
10.1016/j.chom.2009.05.014,Leading a Sheltered Life: Intracellular Pathogens and Maintenance of Vacuolar Compartments,2009,Yadunanda Kumar; Raphael H. Valdivia
